qid,name,category,country,iso,lat,lon,year,year_approx,century,wikipedia,image,sitelinks,pageviews,fame_rank,url,image_by,image_licence
Q16329550,Passavas Castle,ruin,Greece,GR,36.72742,22.50535,,0,,https://de.wikipedia.org/wiki/Passava,https://commons.wikimedia.org/wiki/Special:FilePath/Passava%20-%20Coronelli%20Vincenzo%20-%201686.jpg?width=1280,4,169,6995,https://thecastlemap.com/castles/passavas-castle/,Vincenzo Coronelli,Public domain
Q932745,Reduta,palace,Slovakia,SK,48.14135,17.11003,1913,0,20th century,https://de.wikipedia.org/wiki/Reduta_(Bratislava),https://commons.wikimedia.org/wiki/Special:FilePath/Slovak%20Philharmonic.png?width=1280,4,494,6171,https://thecastlemap.com/castles/reduta/,Dukeofelliun,CC BY-SA 4.0
Q1315082,Sárvár Castle,castle,Hungary,HU,47.25161,16.93762,1560,1,16th century,https://de.wikipedia.org/wiki/Schloss_N%C3%A1dasdy,https://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20image%20of%20N%C3%A1dasdy%20Castle%20%28view%20from%20the%20east%29.jpg?width=1280,4,1443,4977,https://thecastlemap.com/castles/sarvar-castle/,Carsten Steger,CC BY-SA 4.0
Q12723619,Kendeffy Castle,castle,Romania,RO,45.58925,22.96623,,0,,https://de.wikipedia.org/wiki/Schloss_Kendeffy,https://commons.wikimedia.org/wiki/Special:FilePath/CastelulKendeffy%20%2810%29.JPG?width=1280,4,545,6049,https://thecastlemap.com/castles/kendeffy-castle/,Țetcu Mircea Rareș,CC BY-SA 3.0 ro
Q1464316,Wenckheim Mansion (Szabadkígyós),castle,Hungary,HU,46.60877,21.08382,,0,,https://de.wikipedia.org/wiki/Schloss_Wenckheim_(Szabadk%C3%ADgy%C3%B3s),https://commons.wikimedia.org/wiki/Special:FilePath/Szabadkigy%C3%B3s%2C%20castle.jpg?width=1280,4,1282,5128,https://thecastlemap.com/castles/wenckheim-mansion/,Batomi,CC BY-SA 3.0
Q28721350,Mystras Castle,castle,Greece,GR,37.0719,22.36712,,0,,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Mistra,https://commons.wikimedia.org/wiki/Special:FilePath/Remparts%20du%20ch%C3%A2teau%20Villehardouin%20%C3%A0%20Mistra.jpg?width=1280,4,867,5567,https://thecastlemap.com/castles/mystras-castle/,Patrice78500,CC BY-SA 4.0
Q38281550,Castle of Salona,castle,Greece,GR,38.53083,22.37347,,0,,https://fr.wikipedia.org/wiki/Forteresse_de_Salona,https://commons.wikimedia.org/wiki/Special:FilePath/Orias%20castle%20in%20Amphissa.jpg?width=1280,4,109,7182,https://thecastlemap.com/castles/castle-of-salona/,Lemur12,Attribution
Q48816248,Ios Palaiokastro,ruin,Greece,GR,36.74556,25.34444,1397,0,14th century,"https://en.wikipedia.org/wiki/Palaiokastro,_Ios",https://commons.wikimedia.org/wiki/Special:FilePath/Palaiokastro%20Iou.jpg?width=1280,4,300,6610,https://thecastlemap.com/castles/ios-palaiokastro/,Enpatrais (όνομα χρήστη στη Βικιπαίδεια) / Enpatrais at Greek Wikipedia,CC BY-SA 4.0
Q56450795,Castle of Paleochora,castle,Greece,GR,35.22849,23.68134,1282,0,13th century,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_S%C3%A9lino,https://commons.wikimedia.org/wiki/Special:FilePath/Palaiochora%20Kastro%202.jpg?width=1280,4,106,7189,https://thecastlemap.com/castles/castle-of-paleochora/,Tomisti,CC BY-SA 4.0
Q1032971,Haller Mansion,ruin,Romania,RO,46.45,24.35,1750,1,18th century,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_Haller_(S%C3%A2npaul),https://commons.wikimedia.org/wiki/Special:FilePath/Haller-Kerel%C5%91szentp%C3%A1l%20S%C3%A2npaul-1864.jpg?width=1280,4,265,6715,https://thecastlemap.com/castles/haller-mansion/,"Unknown, 1864",Public domain
Q1119167,Bethlen Castle (Iernut),ruin,Romania,RO,46.43,24.32,,0,,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_Kornis%E2%80%93R%C3%A1k%C3%B3czi%E2%80%93Bethlen,https://commons.wikimedia.org/wiki/Special:FilePath/Castelul%20Kornis-Rakoczy-Bethlen%208.jpg?width=1280,4,213,6871,https://thecastlemap.com/castles/bethlen-castle/,Levente Nuber,CC BY-SA 4.0
Q12723634,"Teleki castle in Luna de Jos, Cluj",ruin,Romania,RO,46.93734,23.74408,,0,,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Teleki_%C3%A0_Luna_de_Jos,https://commons.wikimedia.org/wiki/Special:FilePath/Castelul%20teleki-luna%20de%20jos.jpg?width=1280,4,179,6975,https://thecastlemap.com/castles/teleki-castle-in-luna-de-jos-cluj/,Utilizator:Roamata,Public domain
Q25456016,Abaúj Castle,ruin,Hungary,HU,48.52745,21.31224,,0,,https://fr.wikipedia.org/wiki/Colline_fortifi%C3%A9e_d%27Aba%C3%BAjv%C3%A1r,https://commons.wikimedia.org/wiki/Special:FilePath/Az%20aba%C3%BAjv%C3%A1ri%20f%C3%B6ldv%C3%A1r%20-%20isp%C3%A1ns%C3%A1gi%20k%C3%B6zpont%20l%C3%A9gi%20fot%C3%B3n.jpg?width=1280,4,291,6638,https://thecastlemap.com/castles/abauj-castle/,Civertan,CC BY-SA 4.0
Q38279932,Kastro Gramvousas,fortress,Greece,GR,35.60915,23.57601,1584,0,16th century,https://fr.wikipedia.org/wiki/Forteresse_de_Gramvo%C3%BAssa,https://commons.wikimedia.org/wiki/Special:FilePath/%CE%9A%CE%AC%CF%83%CF%84%CF%81%CE%BF%20%CE%93%CF%81%CE%B1%CE%BC%CE%B2%CE%BF%CF%8D%CF%83%CE%B1%CF%82.jpg?width=1280,4,299,6616,https://thecastlemap.com/castles/kastro-gramvousas/,Akispro,CC BY-SA 4.0
Q108545029,Aptera Fortress,fortress,Greece,GR,35.46556,24.14722,,0,,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_d%27%C3%81ptera,https://commons.wikimedia.org/wiki/Special:FilePath/Aptera%20Koules%2002.jpg?width=1280,4,59,7341,https://thecastlemap.com/castles/aptera-fortress/,Olaf Tausch,CC BY 3.0
Q900096,"Czuba-Durozier Mansion, Budapest-Budafok",castle,Hungary,HU,47.42865,19.03424,,0,,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_Czuba-Durozier,https://commons.wikimedia.org/wiki/Special:FilePath/Budafoki%20kast%C3%A9ly%204.JPG?width=1280,4,151,7049,https://thecastlemap.com/castles/czuba-durozier-mansion-budapest-budafok/,Bence Damokos,CC BY-SA 3.0
Q12723608,Castelul Banloc,castle,Romania,RO,45.38763,21.13833,1793,0,18th century,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Banloc,https://commons.wikimedia.org/wiki/Special:FilePath/Castelul%20Banloc%20in%201906.jpg?width=1280,4,277,6673,https://thecastlemap.com/castles/castelul-banloc/,Unknown authorUnknown author,Public domain
Q18538722,Foișor Castle,castle,Romania,RO,45.36129,25.53623,,0,,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Foi%C8%99or,https://commons.wikimedia.org/wiki/Special:FilePath/Castelul%20Foi%C8%99or.jpg?width=1280,4,567,6008,https://thecastlemap.com/castles/foisor-castle/,Rotaru Florin,CC BY-SA 3.0 ro
Q1237834,"Podmaniczky–Vigyázó mansion, Budapest",castle,Hungary,HU,47.48122,19.24772,1760,0,18th century,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_Podmaniczky-Vigy%C3%A1z%C3%B3,https://commons.wikimedia.org/wiki/Special:FilePath/Podmaniczky%E2%80%93Vigy%C3%A1z%C3%B3%20mansion%2002%2C%20Budapest.JPG?width=1280,4,289,6646,https://thecastlemap.com/castles/podmaniczky-vigyazo-mansion-budapest/,VinceB,CC BY-SA 3.0
Q1254650,Sacelláry Castle,castle,Hungary,HU,47.4295,19.0356,,0,,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_Sacell%C3%A1ry,https://commons.wikimedia.org/wiki/Special:FilePath/Sacell%C3%A1ry-kast%C3%A9ly%20%C3%A9s%20kertje%20%2811676.%20sz%C3%A1m%C3%BA%20m%C5%B1eml%C3%A9k%29%203.jpg?width=1280,4,187,6953,https://thecastlemap.com/castles/sacellary-castle/,Szetya,CC BY-SA 2.5 hu
Q991457,Esterházy Mansion in Csákvár,castle,Hungary,HU,47.39764,18.45954,,0,,https://it.wikipedia.org/wiki/Castello_di_Csesznek,https://commons.wikimedia.org/wiki/Special:FilePath/Esterh%C3%A1zy-kast%C3%A9ly%20a%20park%20fel%C5%91l.JPG?width=1280,4,348,6469,https://thecastlemap.com/castles/esterhazy-mansion-in-csakvar/,Thaler,CC BY-SA 3.0
Q56259633,Antirrio Fortress,fortress,Greece,GR,38.32804,21.7655,1499,0,15th century,https://es.wikipedia.org/wiki/Castillo_de_Antirio,https://commons.wikimedia.org/wiki/Special:FilePath/Antirrio-Castle-Sotos-03.jpg?width=1280,4,87,7238,https://thecastlemap.com/castles/antirrio-fortress/,Σωτήριος Παν. Γιαννακουλόπουλος,CC BY-SA 4.0
Q1126814,Chioar Fortress,ruin,Romania,RO,47.47593,23.57648,,0,,https://es.wikipedia.org/wiki/Fortaleza_de_Chio%C3%A1r,https://commons.wikimedia.org/wiki/Special:FilePath/Cetatea%20Chioarului.jpg?width=1280,4,458,6232,https://thecastlemap.com/castles/chioar-fortress/,George basesteanu,CC BY-SA 4.0
Q12878525,Kalavryta Castle,ruin,Greece,GR,38.03279,22.13047,1208,0,13th century,https://es.wikipedia.org/wiki/Castillo_de_Kal%C3%A1vrita,https://commons.wikimedia.org/wiki/Special:FilePath/Kalavryta%20Castle.jpg?width=1280,4,44,7378,https://thecastlemap.com/castles/kalavryta-castle/,Tony Esopi,CC BY-SA 4.0
Q987862,Castle of Egervár,castle,Hungary,HU,46.93868,16.86189,,0,,https://pl.wikipedia.org/wiki/Zamek_w_Egerv%C3%A1rze,https://commons.wikimedia.org/wiki/Special:FilePath/Egerv%C3%A1r1.jpg?width=1280,4,281,6667,https://thecastlemap.com/castles/castle-of-egervar/,Civertan,CC BY-SA 3.0
Q3493812,Zniev Castle,ruin,Slovakia,SK,48.96835,18.77281,,0,,https://pl.wikipedia.org/wiki/Zamek_Zniev,https://commons.wikimedia.org/wiki/Special:FilePath/Znievsky%20hrad.jpg?width=1280,4,355,6455,https://thecastlemap.com/castles/zniev-castle/,Xmetov,CC BY 3.0
Q47036142,Kammerhof w Bańskiej Szczawnicy,castle,Slovakia,SK,48.45943,18.89767,,0,,https://pl.wikipedia.org/wiki/Kammerhof_w_Ba%C5%84skiej_Szczawnicy,https://commons.wikimedia.org/wiki/Special:FilePath/Bansk%C3%A1%20%C5%A0tiavnica%20-%20pam.%20budova%20-%20Kammerhofsk%C3%A1%20ul.%202-3.jpg?width=1280,4,127,7118,https://thecastlemap.com/castles/kammerhof-w-banskiej-szczawnicy/,Ladislav Luppa,CC BY-SA 4.0
Q12763518,Breznica Castle,ruin,Slovakia,SK,48.37861,18.62778,1300,0,13th century,https://en.wikipedia.org/wiki/Breznica_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Berzence%20v%C3%A1r%C3%A1nak%20rekonstrukci%C3%B3s%20rajza.jpg?width=1280,4,114,7162,https://thecastlemap.com/castles/breznica-castle/,Newbog,CC BY-SA 3.0
Q12771428,Kremnica Town Castle,castle,Slovakia,SK,48.70639,18.9175,,0,,https://cs.wikipedia.org/wiki/M%C4%9Bstsk%C3%BD_hrad_v_Kremnici,https://commons.wikimedia.org/wiki/Special:FilePath/Kremnick%C3%BD%20hrad%2C%202008.jpg?width=1280,4,227,6826,https://thecastlemap.com/castles/kremnica-town-castle/,Xmetov,CC BY-SA 3.0
Q644594,Szigliget Castle,ruin,Hungary,HU,46.80485,17.43623,1262,0,13th century,https://cs.wikipedia.org/wiki/Szigliget_(hrad),https://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A1rrom%20%2810376.%20sz%C3%A1m%C3%BA%20m%C5%B1eml%C3%A9k%29.jpg?width=1280,4,2161,4555,https://thecastlemap.com/castles/szigliget-castle/,Kontiki,CC BY-SA 2.5 hu
Q2377875,Zbojnícký Castle,ruin,Slovakia,SK,48.97474,21.3464,1390,0,14th century,https://cs.wikipedia.org/wiki/Zbojn%C3%ADck%C3%BD_hrad,https://commons.wikimedia.org/wiki/Special:FilePath/Slovakia%20Castle%20Zbojnicky%2031.JPG?width=1280,4,313,6585,https://thecastlemap.com/castles/zbojnicky-castle/,Jozef Kotulič,CC BY-SA 3.0
Q12032859,Lednica Castle,ruin,Slovakia,SK,49.11056,18.21139,1400,0,14th century,https://cs.wikipedia.org/wiki/Lednica_(hrad),https://commons.wikimedia.org/wiki/Special:FilePath/Lednick%C3%BD%20hrad%20na%20Lednickom%20bradle.jpg?width=1280,4,637,5899,https://thecastlemap.com/castles/lednica-castle/,Vladimír Ruček,CC BY-SA 4.0
Q12043827,Trebišov Castle,ruin,Slovakia,SK,48.62159,21.72729,1400,0,14th century,https://cs.wikipedia.org/wiki/Pari%C4%8D,https://commons.wikimedia.org/wiki/Special:FilePath/Trebisov%20Hrad-04.JPG?width=1280,4,161,7021,https://thecastlemap.com/castles/trebisov-castle/,Investigatio,CC BY-SA 3.0
Q12763291,Blh Castle,ruin,Slovakia,SK,48.47444,20.12694,,0,,https://cs.wikipedia.org/wiki/Blh_(hrad),https://commons.wikimedia.org/wiki/Special:FilePath/Balogvar2.JPG?width=1280,4,103,7196,https://thecastlemap.com/castles/blh-castle/,Gestrgangleri,Public domain
Q12778435,Veľký Kamenec Castle,ruin,Slovakia,SK,48.35876,21.80803,,0,,https://cs.wikipedia.org/wiki/Ve%C4%BEk%C3%BD_Kamenec_(hrad),https://commons.wikimedia.org/wiki/Special:FilePath/Nagyk%C3%B6vesdiv%C3%A1r.jpg?width=1280,4,139,7079,https://thecastlemap.com/castles/velky-kamenec-castle/,Civertan,CC BY 3.0
Q12781216,Čeklís Castle,ruin,Slovakia,SK,48.19995,17.28802,1300,0,13th century,https://en.wikipedia.org/wiki/%C4%8Cekl%C3%ADs_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Bernol%C3%A1kovo%20hrad%2001.jpg?width=1280,4,196,6931,https://thecastlemap.com/castles/ceklis-castle/,Ľuboš Repta,CC BY-SA 4.0
Q13421736,Kapušany castle Hill,ruin,Slovakia,SK,49.05478,21.32023,1300,0,13th century,https://cs.wikipedia.org/wiki/Kapu%C5%A1ansk%C3%BD_hrad,https://commons.wikimedia.org/wiki/Special:FilePath/Slovakia%20Castle%20Kapusany%201.jpg?width=1280,4,532,6087,https://thecastlemap.com/castles/kapusany-castle-hill/,Jozef Kotulič,CC BY-SA 3.0
Q15974996,Holumnický hrad,ruin,Slovakia,SK,49.23305,20.52683,2000,0,20th century,https://cs.wikipedia.org/wiki/Holumnick%C3%BD_hrad,https://commons.wikimedia.org/wiki/Special:FilePath/Holumnick%C3%BD%20hrad.jpg?width=1280,4,71,7298,https://thecastlemap.com/castles/holumnicky-hrad/,Roman Zikmund,CC BY-SA 4.0
Q20275883,"Kemény Castle in Brâncovenești, Mureș",castle,Romania,RO,46.86121,24.76716,,0,,https://en.wikipedia.org/wiki/Kem%C3%A9ny_Castle_(Br%C3%A2ncovene%C8%99ti),https://commons.wikimedia.org/wiki/Special:FilePath/Brancovenesti%20Castelul%20%284%29.JPG?width=1280,4,1253,5152,https://thecastlemap.com/castles/kemeny-castle-in-brancovenesti-mures/,Andrei kokelburg,CC BY-SA 3.0 ro
Q1589177,"Lutheran church in Movile, Sibiu",fortress,Romania,RO,46.02146,24.79171,,0,,https://ro.wikipedia.org/wiki/Biserica_fortificat%C4%83_din_Movile,https://commons.wikimedia.org/wiki/Special:FilePath/Hundertbuecheln%202.jpg?width=1280,4,187,6954,https://thecastlemap.com/castles/lutheran-church-in-movile-sibiu/,Purligar,CC BY-SA 3.0
Q987825,"Bocskai castle in Aghireșu, Cluj",ruin,Romania,RO,46.87012,23.23728,,0,,https://ro.wikipedia.org/wiki/Castelul_Bocskai_din_Aghire%C8%99u,https://commons.wikimedia.org/wiki/Special:FilePath/Aghiresu%20castle%2C%20Romania.JPG?width=1280,4,112,7168,https://thecastlemap.com/castles/bocskai-castle-in-aghiresu-cluj/,Ihopulele,CC BY 3.0
Q44013106,Tricule Fortress,ruin,Romania,RO,44.48008,22.14312,,0,,https://ro.wikipedia.org/wiki/Cetatea_Tricule,https://commons.wikimedia.org/wiki/Special:FilePath/Tri%20Kule.JPG?width=1280,4,545,6050,https://thecastlemap.com/castles/tricule-fortress/,ARCH AAG,CC BY-SA 3.0 ro
Q12272948,Castelul Bánffy din Borșa,castle,Romania,RO,46.93354,23.65824,,0,,https://ro.wikipedia.org/wiki/Castelul_B%C3%A1nffy_din_Bor%C8%99a,https://commons.wikimedia.org/wiki/Special:FilePath/Banffy%20Castle%20in%20Borsa%2C%20Cluj%20Romania-1.JPG?width=1280,4,134,7089,https://thecastlemap.com/castles/castelul-banffy-din-borsa/,Roamata,Public domain
Q18547579,Ardud fortress,fortress,Romania,RO,47.6539,22.88809,,0,,https://ro.wikipedia.org/wiki/Ruinele_cet%C4%83%C8%9Bii_K%C3%A1rolyi_din_Ardud,https://commons.wikimedia.org/wiki/Special:FilePath/Ardud%20Fortress%202012-010.JPG?width=1280,4,210,6883,https://thecastlemap.com/castles/ardud-fortress/,Codrinb,CC BY-SA 3.0 ro
Q1037845,Hollókő Castle,castle,Hungary,HU,47.9978,19.58182,,0,,https://hu.wikipedia.org/wiki/Holl%C3%B3k%C5%91i_v%C3%A1r,https://commons.wikimedia.org/wiki/Special:FilePath/Holl%C3%B3k%C5%91%2C%20a%20v%C3%A1r%20l%C3%A9gi%20felv%C3%A9telen.jpg?width=1280,4,641,5888,https://thecastlemap.com/castles/holloko-castle/,Civertan,CC BY-SA 4.0
Q850291,Brunszvik Mansion,palace,Hungary,HU,47.31604,18.78539,1773,0,18th century,https://hu.wikipedia.org/wiki/Brunszvik-kast%C3%A9ly,https://commons.wikimedia.org/wiki/Special:FilePath/Brunszvik-kast%C3%A9ly%2C%20Martonv%C3%A1s%C3%A1r.JPG?width=1280,4,1035,5366,https://thecastlemap.com/castles/brunszvik-mansion/,Adam Harangozó,CC BY-SA 4.0
Q991460,"Esterházy mansion, Tata",castle,Hungary,HU,47.64628,18.31788,,0,,https://hu.wikipedia.org/wiki/Esterh%C3%A1zy-kast%C3%A9ly_(Tata),https://commons.wikimedia.org/wiki/Special:FilePath/Esterhazy%20palace%2C%20Tata%20001.JPG?width=1280,4,410,6349,https://thecastlemap.com/castles/esterhazy-mansion-tata/,József Süveg,CC BY-SA 3.0
Q1027970,Grassalkovich Mansion,palace,Hungary,HU,47.6679,19.6833,,0,,https://en.wikipedia.org/wiki/Grassalkovich_Mansion_(Hatvan),https://commons.wikimedia.org/wiki/Special:FilePath/Grassalkovich-kast%C3%A9ly%20%28Oracsek%20Ign%C3%A1c%2C%20Mayerhoffer%20Andr%C3%A1s%2C%20Jung%20J%C3%B3zsef%29%2C%20Kossuth%20Lajos%20t%C3%A9r%2C%20Hatvan3.jpg?width=1280,4,320,6567,https://thecastlemap.com/castles/grassalkovich-mansion/,Vadaro,CC BY-SA 4.0
Q1123450,"Károlyi Mansion, Fehérvárcsurgó",castle,Hungary,HU,47.28778,18.26528,1844,0,19th century,https://en.wikipedia.org/wiki/K%C3%A1rolyi_Castle_(Feh%C3%A9rv%C3%A1rcsurg%C3%B3),https://commons.wikimedia.org/wiki/Special:FilePath/K%C3%A1rolyi-kast%C3%A9ly%20%283637.%20sz%C3%A1m%C3%BA%20m%C5%B1eml%C3%A9k%29%207.jpg?width=1280,4,1044,5350,https://thecastlemap.com/castles/karolyi-mansion-fehervarcsurgo/,fm2,CC BY-SA 2.5 hu
Q24755671,"Károlyi Mansion, Fót",castle,Hungary,HU,47.60722,19.19497,1750,1,18th century,https://en.wikipedia.org/wiki/K%C3%A1rolyi_Castle_(F%C3%B3t),https://commons.wikimedia.org/wiki/Special:FilePath/Volt%20K%C3%A1rolyi%20kast%C3%A9ly%20%287023.%20sz%C3%A1m%C3%BA%20m%C5%B1eml%C3%A9k%29.jpg?width=1280,4,572,5996,https://thecastlemap.com/castles/karolyi-mansion-fot/,Puffancs,CC BY-SA 2.5 hu
Q19327083,Castle of Koroni,castle,Greece,GR,36.79556,21.96222,,0,,https://el.wikipedia.org/wiki/%CE%9A%CE%AC%CF%83%CF%84%CF%81%CE%BF_%CF%84%CE%B7%CF%82_%CE%9A%CE%BF%CF%81%CF%8E%CE%BD%CE%B7%CF%82,https://commons.wikimedia.org/wiki/Special:FilePath/%CE%9A%CE%AC%CF%83%CF%84%CF%81%CE%BF%20%CE%9A%CE%BF%CF%81%CF%8E%CE%BD%CE%B7%CF%82%202091.jpg?width=1280,4,434,6288,https://thecastlemap.com/castles/castle-of-koroni/,C messier,CC BY-SA 4.0
Q28229919,Skiathos Castle,castle,Greece,GR,39.20944,23.46056,1360,1,14th century,https://en.wikipedia.org/wiki/Skiathos_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kastro%20Skiathos.jpg?width=1280,4,872,5560,https://thecastlemap.com/castles/skiathos-castle/,Herbert wie,CC BY-SA 4.0
Q56397401,St. George's Fort,fortress,Greece,GR,38.94934,20.75045,1807,0,19th century,"https://en.wikipedia.org/wiki/St._George%27s_Castle,_Preveza",https://commons.wikimedia.org/wiki/Special:FilePath/St%20Georges%20Castle%20Preveza%20Boissonnas1913%202.jpg?width=1280,4,268,6703,https://thecastlemap.com/castles/st-george-s-fort/,Frédéric Boissonnas,Public domain
Q17068502,Lamu Fort,fortress,Kenya,KE,-2.30028,40.91158,1813,0,19th century,https://en.wikipedia.org/wiki/Lamu_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/LamuFort.jpg?width=1280,4,305,6602,https://thecastlemap.com/castles/lamu-fort/,"Kborland, en.wikipedia",CC BY-SA 3.0
Q1485267,Horse Sand Fort,fortress,England,GB-ENG,50.7502,-1.07238,1888,0,19th century,https://en.wikipedia.org/wiki/Horse_Sand_Fort,https://commons.wikimedia.org/wiki/Special:FilePath/Horse%20Sand%20Fort%20-%20geograph.org.uk%20-%201087244.jpg?width=1280,4,2865,4315,https://thecastlemap.com/castles/horse-sand-fort/,Graham Horn,CC BY-SA 2.0
Q5472269,"Fort Wayne, Detroit",fortress,United States,US,42.29917,-83.09722,1845,0,19th century,https://en.wikipedia.org/wiki/Fort_Wayne_(Detroit),https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Wayne%20Barracks%2C%20Detroit.jpg?width=1280,4,1891,4701,https://thecastlemap.com/castles/fort-wayne-detroit/,Taubuch at https://www.flickr.com/,CC BY 2.0
Q10855360,Kōkokuji Castle,ruin,Japan,JP,35.14145,138.80704,,0,,https://en.wikipedia.org/wiki/K%C5%8Dkokuji_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Stone%20wall%20of%20KoukoKuji%20castle.jpg?width=1280,4,2169,4549,https://thecastlemap.com/castles/kokokuji-castle/,SigureU,CC BY-SA 4.0
Q11646975,Kaneyama Castle,ruin,Japan,JP,35.45665,137.09732,1537,0,16th century,https://en.wikipedia.org/wiki/Kaneyama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kaneyama%20castle%20ishigaki2.JPG?width=1280,4,1930,4678,https://thecastlemap.com/castles/kaneyama-castle/,ペ有家音,CC0
Q11669842,Kōnomine Castle,ruin,Japan,JP,34.18425,131.4625,1556,0,16th century,https://en.wikipedia.org/wiki/K%C5%8Dnomine_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Yamaguchi%20Kounomine%20castle%2002.JPG?width=1280,4,937,5472,https://thecastlemap.com/castles/konomine-castle/,TT mk2,CC BY-SA 3.0
Q11449924,Uda Matsuyama Castle,ruin,Japan,JP,34.48278,135.93117,,0,,https://en.wikipedia.org/wiki/Uda_Matsuyama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Uda%20Matsuyama%20Castle%2C%20kasugamon.jpg?width=1280,4,1588,4869,https://thecastlemap.com/castles/uda-matsuyama-castle/,Saigen Jiro,CC0
Q11400268,Katsuyama-date,ruin,Japan,JP,41.80083,140.09944,1473,0,15th century,https://en.wikipedia.org/wiki/Katsuyama_Date,https://commons.wikimedia.org/wiki/Special:FilePath/Kaminokuni%20Katuyamadate.jpg?width=1280,4,1009,5394,https://thecastlemap.com/castles/katsuyama-date/,On-neko,CC BY-SA 4.0
Q38278527,Kamaha Castle,ruin,Japan,JP,35.29706,136.31544,,0,,https://en.wikipedia.org/wiki/Kamaha_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Kamaha-Castle.jpg?width=1280,4,1121,5283,https://thecastlemap.com/castles/kamaha-castle/,HikaruKinkakuji,CC BY-SA 4.0
Q11502234,Shinpu Castle,ruin,Japan,JP,35.73583,138.42528,1581,0,16th century,https://en.wikipedia.org/wiki/Shinpu_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Shinpu%20Castle%20Umadashi%20Hori.jpg?width=1280,4,6242,3714,https://thecastlemap.com/castles/shinpu-castle/,by monado,CC BY-SA 2.5
Q11576068,Tamaru Castle,castle,Japan,JP,34.4905,136.6282,,0,,https://en.wikipedia.org/wiki/Tamaru_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Tamaru%20Castle%20Site%20in%20Spring%202013.jpg?width=1280,4,1742,4776,https://thecastlemap.com/castles/tamaru-castle/,Miyuki Meinaka,CC BY-SA 3.0
Q11669114,Takatenjin Castle,ruin,Japan,JP,34.6985,138.03527,,0,,https://en.wikipedia.org/wiki/Takatenjin_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Takatenjin%20Castle%20Site.01.jpg?width=1280,4,4206,3977,https://thecastlemap.com/castles/takatenjin-castle/,立花左近,CC BY-SA 3.0
Q11619403,Sugaya Yakata,ruin,Japan,JP,36.03556,139.32194,,0,,https://en.wikipedia.org/wiki/Sugaya_Yakata,https://commons.wikimedia.org/wiki/Special:FilePath/Sugaya-yakata%20Castle%2001.JPG?width=1280,4,834,5612,https://thecastlemap.com/castles/sugaya-yakata/,Tak1701d,CC BY-SA 3.0
Q11490876,Shibushi Castle,ruin,Japan,JP,31.48292,131.10739,,0,,https://en.wikipedia.org/wiki/Shibushi_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Shibushi%20castle.jpg?width=1280,4,1954,4665,https://thecastlemap.com/castles/shibushi-castle/,On-neko,CC BY-SA 4.0
Q11565113,Takiyama Castle,ruin,Japan,JP,35.70196,139.32829,1521,0,16th century,https://en.wikipedia.org/wiki/Takiyama_Castle_(Tokyo),https://commons.wikimedia.org/wiki/Special:FilePath/Bridge%20of%20Takiyama%20Castle.jpg?width=1280,4,2477,4424,https://thecastlemap.com/castles/takiyama-castle/,柴錬アワー,CC BY-SA 4.0
Q11519850,Moto Sakura Castle,ruin,Japan,JP,35.72754,140.25901,1500,0,15th century,https://en.wikipedia.org/wiki/Moto_Sakura_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Motosakura%20castle.jpg?width=1280,4,1476,4951,https://thecastlemap.com/castles/moto-sakura-castle/,1688,CC BY-SA 4.0
Q11429184,Masuyama Castle,ruin,Japan,JP,36.65215,137.04177,1394,0,14th century,https://en.wikipedia.org/wiki/Masuyama_Castle,https://commons.wikimedia.org/wiki/Special:FilePath/Masuyama%20near%20view.jpg?width=1280,4,978,5433,https://thecastlemap.com/castles/masuyama-castle/,Nhrdsk at Japanese Wikipedia,Public domain
